content,polarity_vader
early tomorrow heading bed keep saying going take midday nap hasnt happened week yet,1
ups ketauan cabut sama nih,1
bt gamer like year made attempt lol yea luvd f extent,2
pm friday left thursday surely,2
sorry ya gotta let know ive booked week,1
hahaha oh man please come pomona would love see everyday instead like year,2
miss come michigan like nowi cant wait till july,1
maybe good night sleep everyone,2
farrrrr pdhpe assignment due next week english homework,1
forgot access card carï¿½too lazy fetch,0
erica yea tough keep going sometimes sure worth,2
dissapointment hhaha,1
hun okay see alot post exercising like madnot eating sleeping,2
oh tweetdeck malfunctioning il web fixd,1
sorry still sick know know guess quotpelzer presentquot,0
adam samberg new moon trailor good evening bad cable friday,1
happened afraid missed large part story,1
work,1
hell yes late,0
dell fx pcoverip audio device teradici giving hard time linux ubuntu jaunty kernel isnt loading sndhdaintel drv,2
got as kicked tripoly lol got bad card suck,0
creeped ice cream social good time lars real girl sad movie,1
sooo hot hufff,1
closeness distance closeness everything seems distant,1
annnnnnddd another one bite dust,1
ahhhhh quotlet right one inquot dvd broke,0
hey loved ac see online yet cant wait buy look amazing,2
thought dwell certain person,2
fml work uniform washing line,1
ohh shit realized still talking b like dat time,1
nd written fuck get le idea every day every day,0
naw doesnt match lol shenanigan discus thing,0
part unfortunately,0
dude didnt know personal experience sorry something like went,1
lay aww well randomly woke cant sleep many thing mind,1
baby miss,1
since obviously living alaska radio station get,1
murdered two fucking mouse cant sleep,0
oh no hey whats tatoo say,1
dont vcr,1
wish could time xbox project tied,2
pancake always end soggy,1
big zongzi lunch ate work morework le eat wh useless become,0
sososo bummed like really bummed hate rain ruin date,0
working late night dell notebook dell quality gone hill warrenty service suck poor people buy mac instead,0
wow hurt way worse thought would,0
none thought make sense sober,1
know right hopefully something come though,2
cant sleep tomorrow must wake early,1
body already developed mind mind refuse cooperate set schedule,1
supposed back sun via private jet btwo mite hav stay bymyself thnk god another week amp want bruno,2
trash repops getting tomorrow night suppose,1
nursing bruise motorbike crash wednesday night leaving london workplace ground much harder older get,0
bored headache,1
huge headachegoodnight,2
feel like crap whenever lay hate heartburn amp backache,0
miss lonely empty without,0
noice realised exam week forgot whole week unit term thing,1
justwatched like straight episode escaped id discovery channel guy imprisoned woman killed cooked,0
missing everyone,1
give point,1
make pork product theyve fucking stopped importing dubai bad time,0
another build failed something right big scheme thing,0
wife took last ï¿½ mcdonalds breakfast today,1
wish going love sound,2
sisser moving tomorrow make sad actually guess technically couple hour since already friday,0
keep falling asleep suppose awake miss babyy,1
,1
way nottinghami dont want going,1
churchill down tomorrow,1
chicago isnt ride calling back,1
k goodnight gotta chuck e cheese tomorrow following kindergarten shot physical bla,1
need wake earlier actually tired enough fall asleep,0
bahh police ended party starting,2
ive got catch bus work,1
sad,0
omg youve never seen ring creppy as movie,1
mannnn got iphone jealous,0
funny havent showed love yet,1
absolutely nothin,1
luv ur admitting niley kiss change mind haha amp demisterling jemi still cute,2
make feel better lost overnight cause posted picture baby,1
still sick sigh,0
oh poor beth friend naughty unperfect,1
josh called big bucket ugly wish luck audition tweet,2
feel really weird,1
perfect trying self learn photoshop going well,2
ever seen tv show dead like died became grim reaper taking people soul accident,0
boy sorry thinking hope week get better,2
steam punlk fashion show anime north first year since torcon arent back til amp missed,1
throat hurt gonna go read go bed text mee,0
dying hangout friday afternoon,1
eh cold,1
mannnn got iphone jealous,0
fjdskal really frustrated,0
lord aww shouldve youtubed,1
wondering come mcdonalds take long deliver food,1
ya weather super weird looked like gonna rain today course didnt darnitt,2
much injustice imagine get worse get better afraid doubt sorry,0
miss nostalgia everyone please kick tushar,1
soooim kind sick tired b guy dish,0
class color day tomorrow last time lot remember tomorrow bet ill forget,0
idk lol head hurt rly bad amp stomach hmm personally think ive deal wit,0
expensive,1
wtf facebook cleared whole survey last q night get better better else next,2
say good say bad afternoon,1
say ive got number getting low,1
miss twitastic fwiends,1
divine take advice lookin phone cost relationship,2
playing street fighter iv seth raped,0
weird guy house without dont like,1
fuck wasting deodorant aint goin aint havin company let funk ya,0
eye wish knew curse tumblr,1
beautiful day shame ive got spend office,1
business exam tomorrow,1
jayr oh know budgeting,1
finished watching series return chaser war everything really quite crap compared used,0
wow realized havent checked twitter since saw todo list good news got lot done bad newsdont know day went,2
miss bestfriend left school,1
ouch earphone shocked,0
tummy hurt,0
back grimsby suck bein back amazin wknd anyway,0
farewelling employee tonight,1
haha ive got one go curse none friend liking tai lol,0
gorgeous weather bike,2
morning water heating packed cant bath really want bath,1
girl confusing,1
lyricallyme would,1
seeu shouldnt comin city comin,1
blackout city never good,0
aww maybe traumatized,0
flight already booked plus ggd st birthday cant miss especially missed ggd,2
live small market deliver dayold bread food bank time really tough even,1
drunk hickups pretty laid back great night still cant help mad situation put,2
think take medicine cuz laughing hard head much pain thought laughter gud,2
ugh much happened today really need hug,1
boring wanna go taekwando,0
watching leno second last time tonight show,1
ur pic gone,1
tongue still hurt need sleep,0
twitter,1
amind chris staying glasgow instead cause absolutely accomodation edinburgh due marathon,1
cant wait till sunday new episode supernatural episode left,1
awww ok lol hopefully still back state,2
isfortammy sad tweet sad,0
need little lie feeling great today boo,2
workplace shortsleeved shirt absolutely necessary today,1
decided cant stand alltop spam longer,1
anal sex forgot lube damn may need go er,0
playn madden austin going miss,1
miss rich,2
headache century coming feel fuck,0
disappointed know got silver award want gold award hate second best,2
please make livechat saturday cu go school weekday,2
want go back bed child look may sleep sunday enevitable hangover may require,1
got mad tired sex sleepytime night,0
twitter shit bore havent month,0
anyone know convert est au time rofl xd fucking radio disney,2
home ice cream tweetup first tweetup pic camera battery died last night forgot charge,0
ok thats subtly saying longer fave temme thing firangs steal vocab ur eating word,1
mcc bye scotty gonna miss ilylt,1
new comment jowki wish time blog often,2
get temporary tattoo would totally sad died,0
gray feel neglected,0
star oh know feel damn representative bank america tried make sound like b,1
tired cold runny,0
dun wanna travel way lunch yeah nice place missing shanepunjab though,2
mass cleanout room rearranging sent mother buy bin bookshelf since mine suck bad mood,0
rob got lucky game beat,1
feeling really sick watching fifth element smoke cigg ugh hate cold,0
bah dont think fb fan page get,1
someone save dont want pack anymore,2
home school shitest day today,1
sweety sat table morningjust woke sweet ohbtwi think ill home around pm xxx,1
bruise knee make hard skate tomorrow,1
lol went buy new laptop feb already knew lol looked anyway walked away sadfaced,2
fyi internet thurstag saturday feeling become x productive day,2
sitting everyone took good seat,2
free wifi vacay ruined,1
