content,sentiment_label
early tomorrow heading bed keep saying going take midday nap hasnt happened week yet,11
ups ketauan cabut sama nih,7
bt gamer like year made attempt lol yea luvd f extent,6
pm friday left thursday surely,7
sorry ya gotta let know ive booked week,11
hahaha oh man please come pomona would love see everyday instead like year,4
miss come michigan like nowi cant wait till july,11
maybe good night sleep everyone,7
farrrrr pdhpe assignment due next week english homework,11
forgot access card carï¿½too lazy fetch,11
erica yea tough keep going sometimes sure worth,7
dissapointment hhaha,3
hun okay see alot post exercising like madnot eating sleeping,11
oh tweetdeck malfunctioning il web fixd,9
sorry still sick know know guess quotpelzer presentquot,9
adam samberg new moon trailor good evening bad cable friday,9
happened afraid missed large part story,11
work,7
hell yes late,7
dell fx pcoverip audio device teradici giving hard time linux ubuntu jaunty kernel isnt loading sndhdaintel drv,11
got as kicked tripoly lol got bad card suck,9
creeped ice cream social good time lars real girl sad movie,3
sooo hot hufff,11
closeness distance closeness everything seems distant,11
annnnnnddd another one bite dust,9
ahhhhh quotlet right one inquot dvd broke,11
hey loved ac see online yet cant wait buy look amazing,2
thought dwell certain person,11
fml work uniform washing line,11
ohh shit realized still talking b like dat time,11
nd written fuck get le idea every day every day,9
naw doesnt match lol shenanigan discus thing,11
part unfortunately,11
dude didnt know personal experience sorry something like went,11
lay aww well randomly woke cant sleep many thing mind,11
baby miss,11
since obviously living alaska radio station get,7
murdered two fucking mouse cant sleep,5
oh no hey whats tatoo say,7
dont vcr,7
wish could time xbox project tied,9
pancake always end soggy,11
big zongzi lunch ate work morework le eat wh useless become,11
sososo bummed like really bummed hate rain ruin date,5
working late night dell notebook dell quality gone hill warrenty service suck poor people buy mac instead,5
wow hurt way worse thought would,10
none thought make sense sober,11
know right hopefully something come though,7
cant sleep tomorrow must wake early,11
body already developed mind mind refuse cooperate set schedule,11
supposed back sun via private jet btwo mite hav stay bymyself thnk god another week amp want bruno,7
trash repops getting tomorrow night suppose,9
nursing bruise motorbike crash wednesday night leaving london workplace ground much harder older get,11
bored headache,11
huge headachegoodnight,7
feel like crap whenever lay hate heartburn amp backache,9
miss lonely empty without,9
noice realised exam week forgot whole week unit term thing,9
justwatched like straight episode escaped id discovery channel guy imprisoned woman killed cooked,7
missing everyone,9
give point,7
make pork product theyve fucking stopped importing dubai bad time,5
another build failed something right big scheme thing,11
wife took last ï¿½ mcdonalds breakfast today,11
wish going love sound,6
sisser moving tomorrow make sad actually guess technically couple hour since already friday,9
keep falling asleep suppose awake miss babyy,11
,7
way nottinghami dont want going,11
churchill down tomorrow,10
chicago isnt ride calling back,7
k goodnight gotta chuck e cheese tomorrow following kindergarten shot physical bla,7
need wake earlier actually tired enough fall asleep,11
bahh police ended party starting,10
ive got catch bus work,7
sad,9
omg youve never seen ring creppy as movie,10
mannnn got iphone jealous,10
funny havent showed love yet,6
absolutely nothin,7
luv ur admitting niley kiss change mind haha amp demisterling jemi still cute,6
make feel better lost overnight cause posted picture baby,7
still sick sigh,9
oh poor beth friend naughty unperfect,11
josh called big bucket ugly wish luck audition tweet,10
feel really weird,9
perfect trying self learn photoshop going well,10
ever seen tv show dead like died became grim reaper taking people soul accident,11
boy sorry thinking hope week get better,7
steam punlk fashion show anime north first year since torcon arent back til amp missed,11
throat hurt gonna go read go bed text mee,9
dying hangout friday afternoon,11
eh cold,11
mannnn got iphone jealous,7
fjdskal really frustrated,9
lord aww shouldve youtubed,7
wondering come mcdonalds take long deliver food,9
ya weather super weird looked like gonna rain today course didnt darnitt,10
much injustice imagine get worse get better afraid doubt sorry,9
miss nostalgia everyone please kick tushar,7
soooim kind sick tired b guy dish,9
class color day tomorrow last time lot remember tomorrow bet ill forget,11
idk lol head hurt rly bad amp stomach hmm personally think ive deal wit,9
expensive,11
wtf facebook cleared whole survey last q night get better better else next,5
say good say bad afternoon,7
say ive got number getting low,7
miss twitastic fwiends,11
divine take advice lookin phone cost relationship,11
playing street fighter iv seth raped,3
weird guy house without dont like,5
fuck wasting deodorant aint goin aint havin company let funk ya,10
eye wish knew curse tumblr,7
beautiful day shame ive got spend office,9
business exam tomorrow,7
jayr oh know budgeting,11
finished watching series return chaser war everything really quite crap compared used,9
wow realized havent checked twitter since saw todo list good news got lot done bad newsdont know day went,9
miss bestfriend left school,9
ouch earphone shocked,10
tummy hurt,9
back grimsby suck bein back amazin wknd anyway,7
farewelling employee tonight,9
haha ive got one go curse none friend liking tai lol,7
gorgeous weather bike,11
morning water heating packed cant bath really want bath,9
girl confusing,9
lyricallyme would,9
seeu shouldnt comin city comin,6
blackout city never good,9
aww maybe traumatized,7
flight already booked plus ggd st birthday cant miss especially missed ggd,4
live small market deliver dayold bread food bank time really tough even,5
drunk hickups pretty laid back great night still cant help mad situation put,11
think take medicine cuz laughing hard head much pain thought laughter gud,11
ugh much happened today really need hug,7
boring wanna go taekwando,2
watching leno second last time tonight show,2
ur pic gone,7
tongue still hurt need sleep,11
twitter,7
amind chris staying glasgow instead cause absolutely accomodation edinburgh due marathon,9
cant wait till sunday new episode supernatural episode left,6
awww ok lol hopefully still back state,7
isfortammy sad tweet sad,9
need little lie feeling great today boo,11
workplace shortsleeved shirt absolutely necessary today,7
decided cant stand alltop spam longer,9
anal sex forgot lube damn may need go er,11
playn madden austin going miss,11
miss rich,9
headache century coming feel fuck,9
disappointed know got silver award want gold award hate second best,9
please make livechat saturday cu go school weekday,11
want go back bed child look may sleep sunday enevitable hangover may require,11
got mad tired sex sleepytime night,11
twitter shit bore havent month,1
anyone know convert est au time rofl xd fucking radio disney,7
home ice cream tweetup first tweetup pic camera battery died last night forgot charge,9
ok thats subtly saying longer fave temme thing firangs steal vocab ur eating word,7
mcc bye scotty gonna miss ilylt,11
new comment jowki wish time blog often,11
get temporary tattoo would totally sad died,11
gray feel neglected,11
star oh know feel damn representative bank america tried make sound like b,11
tired cold runny,11
dun wanna travel way lunch yeah nice place missing shanepunjab though,9
mass cleanout room rearranging sent mother buy bin bookshelf since mine suck bad mood,5
rob got lucky game beat,9
feeling really sick watching fifth element smoke cigg ugh hate cold,5
bah dont think fb fan page get,10
someone save dont want pack anymore,11
home school shitest day today,9
